29,Pinaceae,Abies pindrow,0.380,India,109
52,Fabaceae,Acacia arabica,0.860,India,26
78,Fabaceae,Acacia chundra,0.980,India,109
115,Fabaceae,Acacia ferruginea,0.880,India,109
166,Fabaceae,Acacia modesta,0.835,India,135
219,Fabaceae,Acacia suma,1.210,India,26
236,Sapindaceae,Acer caesium,0.499,India,135
237,Sapindaceae,Acer campbellii,0.499,India,135
258,Sapindaceae,Acer oblongum,0.603,India,135
261,Sapindaceae,Acer pictum,0.629,India,135
269,Sapindaceae,Acer sterculiaceum,0.353,India,135
306,Fabaceae,Acrocarpus fraxinifolius,0.680,India,26
348,Fabaceae,Adenanthera pavonina,0.880,India,26
355,Rubiaceae,Adina cordifolia,0.590,India,109
393,Rutaceae,Aegle marmelos,0.880,India,26
398,Sapindaceae,Aesculus indica,0.465,India,135
489,Meliaceae,Aglaia hiernii,0.500,India,109
542,Simaroubaceae,Ailanthus excelsa,0.400,India,26
568,Cornaceae,Alangium salviifolium,0.800,India,26
584,Fabaceae,Albizia amara,0.723,India,135
630,Fabaceae,Albizia lebbeck,0.800,India,26
637,Fabaceae,Albizia lucida,0.880,India,26
657,Fabaceae,Albizia procera,0.640,India,26
716,Euphorbiaceae,Aleurites moluccana,0.600,India,26
814,Betulaceae,Alnus nitida,0.370,India,135
896,Apocynaceae,Alstonia scholaris,0.440,India,26
947,Fabaceae,Amherstia nobilis,0.800,India,26
1152,Annonaceae,Annona squamosa,0.730,India,26
1155,Combretaceae,Anogeissus acuminata,0.880,India,26
1159,Combretaceae,Anogeissus pendula,0.940,India,26
1161,Combretaceae,Anogeissus sericea,0.740,India,109
1275,Meliaceae,Aphanamixis polystachya,0.640,India,26
1407,Myrsinaceae,Ardisia solanacea,0.620,India,26
1425,Moraceae,Artocarpus chaplasha,0.450,India,109
1442,Moraceae,Artocarpus hirsutus,0.520,India,109
1452,Moraceae,Artocarpus lakoocha,0.640,India,26
1658,Oxalidaceae,Averrhoa bilimbi,0.560,India,26
1662,Oxalidaceae,Averrhoa carambola,0.600,India,26
1783,Lecythidaceae,Barringtonia acutangula,0.620,India,26
1796,Lecythidaceae,Barringtonia racemosa,0.430,India,26
1814,Fabaceae,Bauhinia purpurea,0.720,India,26
1817,Fabaceae,Bauhinia variegata,0.700,India,26
1929,Malvaceae,Berrya ammonilla,0.990,India,26
1930,Malvaceae,Berrya cordifolia,0.770,India,109
1976,Phyllanthaceae,Bischofia javanica,0.720,India,26
2071,Burseraceae,Boswellia serrata,0.500,India,109
2190,Rubiaceae,Breonia chinensis,0.420,India,109
2226,Phyllanthaceae,Bridelia retusa,0.500,India,109
2336,Anacardiaceae,Buchanania angustifolia,0.508,India,135
2346,Anacardiaceae,Buchanania latifolia,0.460,India,109
2425,Fabaceae,Butea monosperma,0.560,India,26
2429,Buxaceae,Buxus wallichiana,0.706,India,135
2473,Fabaceae,Caesalpinia coriaria,1.180,India,26
2519,Myrtaceae,Callistemon lanceolatus,0.860,India,26
2609,Clusiaceae,Calophyllum polyanthum,0.439,India,135
2621,Clusiaceae,Calophyllum tomentosum,0.530,India,109
2626,Clusiaceae,Calophyllum wightianum,0.570,India,109
2721,Burseraceae,Canarium bengalense,0.560,India,109
2788,Burseraceae,Canarium sikkimense,0.250,India,135
2789,Burseraceae,Canarium strictum,0.530,India,109
2860,Meliaceae,Carapa obovata,0.663,India,135
2883,Lecythidaceae,Careya arborea,0.800,India,26
3017,Salicaceae,Casearia tomentosa,0.640,India,26
3028,Fabaceae,Cassia fistula,0.960,India,26
3037,Fabaceae,Cassia marginata,1.280,India,26
3041,Fabaceae,Cassia nodosa,0.640,India,26
3044,Fabaceae,Cassia siamea,0.860,India,26
3160,Casuarinaceae,Casuarina equisetifolia,0.960,India,26
3269,Meliaceae,Cedrela toona,0.560,India,26
3287,Pinaceae,Cedrus deodara,0.470,India,109
3657,Lauraceae,Cinnamomum camphora,0.620,India,26
3660,Lauraceae,Cinnamomum cecidodaphne,0.448,India,135
3699,Lauraceae,Cinnamomum tamala,0.640,India,26
3701,Lauraceae,Cinnamomum tavoyanum,0.491,India,135
3732,Rutaceae,Citrus sinensis,0.780,India,26
3827,Bixaceae,Cochlospermum gossypium,0.270,India,26
4015,Boraginaceae,Cordia dichotoma,0.360,India,26
4016,Boraginaceae,Cordia dichotoma,0.670,India,26
4071,Boraginaceae,Cordia vestita,0.680,India,135
4503,Cupressaceae,Cupressus torulosa,0.440,India,109
4572,Fabaceae,Cynometra polyandra,0.758,India,135
4732,Fabaceae,Dalbergia cultrata,0.770,India,109
4758,Fabaceae,Dalbergia latifolia,0.800,India,26
4787,Fabaceae,Dalbergia sissoo,0.760,India,26
5030,Dilleniaceae,Dillenia indica,0.700,India,26
5039,Dilleniaceae,Dillenia parviflora,0.560,India,135
5112,Ebenaceae,Diospyros cordifolia,0.730,India,26
5203,Ebenaceae,Diospyros melanoxylon,0.680,India,109
5231,Ebenaceae,Diospyros peregrina,0.720,India,26
5264,Ebenaceae,Diospyros tomentosa,0.706,India,135
5286,Sapotaceae,Diploknema butyracea,0.630,India,109
5316,Dipterocarpaceae,Dipterocarpus bourdilloni,0.580,India,109
5354,Dipterocarpaceae,Dipterocarpus indicus,0.620,India,109
5364,Dipterocarpaceae,Dipterocarpus macrocarpus,0.600,India,109
5397,Dipterocarpaceae,Dipterocarpus zeylanicus,0.690,India,105
5464,Bignoniaceae,Dolichandrone spathacea,0.560,India,26
5584,Malvaceae,Durio ceylanicus,0.538,India,105
5653,Meliaceae,Dysoxylum malabaricum,0.580,India,109
5705,Boraginaceae,Ehretia serrata,0.640,India,26
5737,Elaeocarpaceae,Elaeocarpus ferrugineus,0.517,India,135
5787,Elaeocarpaceae,Elaeocarpus tuberculatus,0.400,India,109
5792,Celastraceae,Elaeodendron glaucum,0.720,India,26
5793,Celastraceae,Elaeodendron glaucum,0.800,India,26
6059,Rosaceae,Eriobotrya japonica,0.880,India,26
6112,Fabaceae,Erythrina indica,0.320,India,26
6738,Myrtaceae,Eugenia alternifolia,0.844,India,135
6769,Myrtaceae,Eugenia gardneri,0.760,India,109
6853,Euphorbiaceae,Euphorbia neriifolia,0.410,India,26
6855,Euphorbiaceae,Euphorbia tirucalli,0.540,India,26
6890,Hamamelidaceae,Exbucklandia populnea,0.550,India,109
6897,Euphorbiaceae,Excoecaria agallocha,0.380,India,26
6983,Moraceae,Ficus benghalensis,0.590,India,26
6999,Moraceae,Ficus comosa,0.680,India,26
7010,Moraceae,Ficus elastica,0.680,India,26
7091,Moraceae,Ficus retusa,0.640,India,26
7126,Sapindaceae,Filicium decipiens,0.960,India,26
7213,Oleaceae,Fraxinus micrantha,0.600,India,109
7282,Clusiaceae,Garcinia longifolia,0.880,India,26
7283,Clusiaceae,Garcinia longifolia,0.960,India,26
7326,Rubiaceae,Gardenia gummifera,0.610,India,109
7335,Rubiaceae,Gardenia turgida,0.640,India,109
7341,Burseraceae,Garuga pinnata,0.640,India,26
7468,Anacardiaceae,Gluta travancorica,0.620,India,109
7469,Anacardiaceae,Gluta usitata,0.740,India,109
7484,Lamiaceae,Gmelina arborea,0.560,India,26
7601,Proteaceae,Grevillea robusta,0.640,India,26
7611,Malvaceae,Grewia asiatica,0.585,India,135
7616,Malvaceae,Grewia glabra,0.570,India,26
7623,Malvaceae,Grewia oppositifolia,0.646,India,135
7625,Malvaceae,Grewia subinaequalis,0.680,India,26
7626,Malvaceae,Grewia tiliaefolia,0.650,India,109
7627,Malvaceae,Grewia vestita,0.610,India,109
7732,Malvaceae,Guazuma tomentosa,0.600,India,26
7843,Achariaceae,Gynocardia odorata,0.396,India,135
7857,Fabaceae,Haematoxylum campechianum,1.040,India,26
7913,Fabaceae,Hardwickia binata,0.730,India,109
7915,Fabaceae,Hardwickia pinnata,0.530,India,109
8025,Malvaceae,Heritiera littoralis,1.040,India,26
8090,Bignoniaceae,Heterophragma adenophyllum,0.760,India,26
8091,Bignoniaceae,Heterophragma roxburghii,0.520,India,109
8137,Malvaceae,Hibiscus populneus,0.800,India,26
8198,Apocynaceae,Holarrhena antidysenterica,0.640,India,26
8202,Anacardiaceae,Holigarna arnottiana,0.327,India,135
8211,Ulmaceae,Holoptelea integrifolia,0.500,India,109
8269,Dipterocarpaceae,Hopea glabra,0.870,India,109
8304,Dipterocarpaceae,Hopea parviflora,0.790,India,109
8326,Dipterocarpaceae,Hopea utilis,0.840,India,109
8328,Dipterocarpaceae,Hopea wightiana,0.913,India,135
8409,Achariaceae,Hydnocarpus alpina,0.689,India,135
8422,Achariaceae,Hydnocarpus wightiana,0.465,India,135
8714,Rubiaceae,Ixora parviflora,0.960,India,26
8766,Juglandaceae,Juglans fallax,0.470,India,109
8815,Clusiaceae,Kayea floribunda,0.660,India,109
8898,Bignoniaceae,Kigelia pinnata,0.700,India,26
8916,Malvaceae,Kleinhovia hospita,0.440,India,26
8957,Malvaceae,Kydia calycina,0.258,India,135
8999,Lythraceae,Lagerstroemia lanceolata,0.579,India,135
9002,Lythraceae,Lagerstroemia microcarpa,0.500,India,109
9006,Lythraceae,Lagerstroemia parviflora,0.620,India,109
9008,Lythraceae,Lagerstroemia speciosa,0.640,India,26
9143,Sapindaceae,Lepisanthes tetraphylla,0.960,India,26
9328,Sapindaceae,Litchi chinensis,0.960,India,26
9422,Lauraceae,Litsea chinensis,0.600,India,26
9577,Celastraceae,Lophopetalum wightianum,0.370,India,109
9815,Sapotaceae,Madhuca latifolia,0.990,India,26
9821,Sapotaceae,Madhuca longifolia,0.740,India,139
9856,Magnoliaceae,Magnolia hodgsonii,0.620,India,135
9948,Anacardiaceae,Mangifera indica,0.680,India,26
9971,Magnoliaceae,Manglietia insignis,0.430,India,109
10013,Sapotaceae,Manilkara littoralis,0.900,India,109
10031,Fabaceae,Maniltoa polyandra,0.760,India,109
10187,Myrtaceae,Melaleuca leucadendron,0.780,India,26
10221,Meliaceae,Melia azedarach,0.560,India,26
10225,Meliaceae,Melia composita,0.284,India,135
10295,Clusiaceae,Mesua assamica,0.784,India,135
10352,Magnoliaceae,Michelia cathcartii,0.460,India,109
10354,Magnoliaceae,Michelia champaca,0.590,India,26
10355,Magnoliaceae,Michelia champaca,0.670,India,26
10357,Magnoliaceae,Michelia excelsa,0.440,India,109
10367,Magnoliaceae,Michelia nilagirica,0.551,India,135
10368,Magnoliaceae,Michelia oblonga,0.370,India,109
10503,Annonaceae,Miliusa tomentosa,0.620,India,109
10505,Annonaceae,Miliusa velutina,0.630,India,109
10520,Fabaceae,Millettia pendula,0.870,India,109
10526,Bignoniaceae,Millingtonia hortensis,0.640,India,26
10551,Sapotaceae,Mimusops elengi,0.800,India,26
10552,Sapotaceae,Mimusops elengi,0.960,India,26
10585,Rubiaceae,Mitragyna diversifolia,0.550,India,109
10671,Rubiaceae,Morinda citrifolia,0.720,India,26
10686,Moraceae,Morus alba,0.600,India,26
10687,Moraceae,Morus alba,0.890,India,26
10705,Moraceae,Morus serrata,0.580,India,109
10730,Rutaceae,Murraya koenigii,0.680,India,26
10780,Myristicaceae,Myristica attenuata,0.430,India,109
10784,Myristicaceae,Myristica canarica,0.439,India,135
10806,Myristicaceae,Myristica irya,0.499,India,135
10894,Rubiaceae,Nauclea orientalis,0.560,India,26
10898,Rubiaceae,Nauclea sessilifolia,0.697,India,135
11117,Verbenaceae,Nyctanthes arbor-tristis,0.880,India,26
11132,Ochnaceae,Ochna squarrosa,0.800,India,26
11283,Oleaceae,Olea ferruginea,0.887,India,135
11379,Bignoniaceae,Oroxylum indicum,0.480,India,26
11487,Sapotaceae,Palaquium ellipticum,0.530,India,109
11525,Sapotaceae,Palaquium polyanthum,0.580,India,109
11526,Sapotaceae,Palaquium polyanthum,0.590,India,139
11855,Malvaceae,Pentace griffithii,0.720,India,109
11948,Lauraceae,Persea gamblei,0.439,India,135
11949,Lauraceae,Persea gammieana,0.465,India,135
11954,Lauraceae,Persea macrantha,0.440,India,109
11959,Lauraceae,Persea odoratissima,0.570,India,109
11995,Lauraceae,Phoebe goalparensis,0.420,India,109
11999,Lauraceae,Phoebe hainesiana,0.480,India,109
12057,Pinaceae,Picea morinda,0.400,India,109
12126,Pinaceae,Pinus longifolia,0.480,India,109
12167,Pinaceae,Pinus wallichiana,0.430,India,109
12232,Anacardiaceae,Pistacia integerrima,0.730,India,109
12240,Fabaceae,Pithecellobium dulce,0.640,India,26
12271,Lecythidaceae,Planchonia andamanica,0.690,India,109
12408,Podocarpaceae,Podocarpus wallichianus,0.460,India,109
12414,Clusiaceae,Poeciloneuron indicum,0.900,India,109
12428,Annonaceae,Polyalthia asteriella,0.590,India,109
12434,Annonaceae,Polyalthia cerasoides,0.830,India,26
12445,Annonaceae,Polyalthia longifolia,0.590,India,26
12456,Annonaceae,Polyalthia simiarum,0.594,India,135
12458,Annonaceae,Polyalthia suberosa,0.640,India,26
12459,Annonaceae,Polyalthia suberosa,0.720,India,26
12504,Fabaceae,Pongamia pinnata,0.640,India,26
12516,Salicaceae,Populus ciliata,0.370,India,109
12870,Fabaceae,Prosopis spicigera,0.630,India,109
13048,Myrtaceae,Psidium pomiferum,0.670,India,26
13078,Fabaceae,Pterocarpus acerifolius,0.510,India,109
13095,Fabaceae,Pterocarpus indicus,0.960,India,26
13118,Fabaceae,Pterocarpus santalinus,0.970,India,109
13163,Malvaceae,Pterospermum acerifolium,0.720,India,26
13185,Malvaceae,Pterygota alata,0.480,India,109
13212,Putranjavaceae,Putranjiva roxburghii,0.570,India,26
13213,Putranjavaceae,Putranjiva roxburghii,0.780,India,26
13337,Fagaceae,Quercus dilatata,0.784,India,135
13374,Fagaceae,Quercus lamellosa,0.700,India,109
13719,Annonaceae,Sageraea laurina,0.520,India,109
13746,Salicaceae,Salix wallichiana,0.460,India,109
13789,Sapindaceae,Sapindus laurifolius,1.020,India,26
13793,Sapindaceae,Sapindus mukorossi,0.700,India,26
13832,Euphorbiaceae,Sapium sebiferum,0.510,India,26
13840,Fabaceae,Saraca indica,0.800,India,26
13969,Sapindaceae,Schleichera oleosa,1.080,India,26
13972,Sapindaceae,Schleichera trijuga,0.900,India,109
14102,Fabaceae,Sesbania grandiflora,0.510,India,26
14105,Fabaceae,Sesbania sesban,0.430,India,26
14285,Dipterocarpaceae,Shorea robusta,0.730,India,109
14308,Dipterocarpaceae,Shorea suavis,0.780,India,109
14329,Sapotaceae,Sideroxylon longepetiolatum,0.480,India,109
14435,Elaeocarpaceae,Sloanea dasycarpa,0.431,India,135
14497,Lythraceae,Sonneratia apetala,0.520,India,109
14517,Meliaceae,Soymida febrifuga,0.960,India,109
14522,Bignoniaceae,Spathodea campanulata,0.640,India,26
14620,Malvaceae,Sterculia campanulata,0.280,India,109
14689,Bignoniaceae,Stereospermum personatum,0.600,India,109
14693,Bignoniaceae,Stereospermum xylocarpum,0.590,India,109
14696,Moraceae,Streblus asper,0.720,India,26
14751,Loganiaceae,Strychnos nux-vomica,0.860,India,26
14993,Myrtaceae,Syzygium cumini,0.760,India,26
15007,Myrtaceae,Syzygium gardneri,0.760,India,139
15037,Myrtaceae,Syzygium malaccense,0.600,India,26
15152,Apocynaceae,Tabernaemontana divaricata,0.750,India,26
15211,Fabaceae,Tamarindus indica,1.280,India,26
15218,Tamaricaceae,Tamarix usneoides,0.594,India,135
15270,Verbenaceae,Tectona grandis,0.720,India,26
15305,Verbenaceae,Tectona hamiltoniana,1.020,India,26
15332,Combretaceae,Terminalia arjuna,0.940,India,26
15335,Combretaceae,Terminalia belirica,0.760,India,26
15348,Combretaceae,Terminalia catappa,0.510,India,26
15352,Combretaceae,Terminalia chebula,0.880,India,26
15399,Combretaceae,Terminalia manii,0.660,India,109
15418,Combretaceae,Terminalia procera,0.520,India,109
15542,Rutaceae,Tetradium fraxinifolium,0.232,India,135
15724,Euphorbiaceae,Trewia nudiflora,0.440,India,26
15858,Pinaceae,Tsuga brunoniana,0.380,India,109
15925,Ulmaceae,Ulmus lanceaefolia,0.706,India,135
15935,Ulmaceae,Ulmus wallichiana,0.440,India,109
15995,Dipterocarpaceae,Vateria indica,0.480,India,109
16120,Lamiaceae,Vitex leucoxylon,0.525,India,135
16126,Lamiaceae,Vitex negundo,0.670,India,26
16256,Apocynaceae,Wrightia tinctoria,0.800,India,26
16291,Fabaceae,Xylia dolabriformis,0.720,India,109
16366,Rutaceae,Zanthoxylum budrunga,0.551,India,135
16439,Rhamnaceae,Ziziphus jujuba,0.680,India,26
16440,Rhamnaceae,Ziziphus jujuba,0.920,India,26
16449,Rhamnaceae,Ziziphus xylopyrus,0.663,India,135
